R=40001, TT=StCr, NTX=25, TB=1748726347.88s, D=0.18s
R=43052, TT=StCr, NTX=25, TB=1748733277.82s, D=0.16s
R=43053, TT=StCr, NTX=25, TB=1748733280.26s, D=0.18s
R=43054, TT=StCr, NTX=25, TB=1748733282.64s, D=0.30s
R=43055, TT=StCr, NTX=25, TB=1748733284.86s, D=0.33s
R=43056, TT=StCr, NTX=25, TB=1748733287.06s, D=0.27s
R=43057, TT=StCr, NTX=25, TB=1748733289.36s, D=0.33s
R=43058, TT=StCr, NTX=25, TB=1748733291.63s, D=0.32s
R=43059, TT=StCr, NTX=25, TB=1748733293.82s, D=0.33s
R=43060, TT=StCr, NTX=25, TB=1748733296.02s, D=0.43s
R=43061, TT=StCr, NTX=25, TB=1748733298.46s, D=0.29s
R=43062, TT=StCr, NTX=25, TB=1748733300.66s, D=0.27s
R=43063, TT=StCr, NTX=25, TB=1748733302.94s, D=0.30s
R=43064, TT=StCr, NTX=25, TB=1748733305.47s, D=0.33s
R=43065, TT=StCr, NTX=25, TB=1748733307.76s, D=0.35s
R=43066, TT=StCr, NTX=25, TB=1748733309.77s, D=0.19s
R=43067, TT=StCr, NTX=25, TB=1748733312.36s, D=0.30s
R=43068, TT=StCr, NTX=25, TB=1748733314.72s, D=0.38s
R=43069, TT=StCr, NTX=25, TB=1748733317.05s, D=0.32s
R=43070, TT=StCr, NTX=25, TB=1748733319.14s, D=0.21s
R=43071, TT=StCr, NTX=25, TB=1748733321.37s, D=0.16s
R=43072, TT=StCr, NTX=25, TB=1748733323.75s, D=0.24s
R=43073, TT=StCr, NTX=25, TB=1748733326.12s, D=0.33s
R=43074, TT=StCr, NTX=25, TB=1748733328.28s, D=0.18s
R=43075, TT=StCr, NTX=25, TB=1748733330.61s, D=0.28s
R=43076, TT=StCr, NTX=25, TB=1748733332.76s, D=0.23s
R=43077, TT=StCr, NTX=25, TB=1748733335.02s, D=0.32s
R=43078, TT=StCr, NTX=25, TB=1748733337.25s, D=0.27s
R=43079, TT=StCr, NTX=25, TB=1748733339.52s, D=0.30s
R=43080, TT=StCr, NTX=25, TB=1748733341.62s, D=0.17s
R=43081, TT=StCr, NTX=25, TB=1748733343.97s, D=0.32s
R=43082, TT=StCr, NTX=25, TB=1748733346.15s, D=0.34s
R=43083, TT=StCr, NTX=25, TB=1748733348.59s, D=0.29s
R=43084, TT=StCr, NTX=25, TB=1748733350.91s, D=0.32s
R=43085, TT=StCr, NTX=25, TB=1748733353.20s, D=0.32s
R=43086, TT=StCr, NTX=25, TB=1748733355.09s, D=0.14s
R=43087, TT=StCr, NTX=25, TB=1748733357.71s, D=0.25s
R=43088, TT=StCr, NTX=25, TB=1748733360.03s, D=0.32s
R=43089, TT=StCr, NTX=25, TB=1748733362.12s, D=0.18s
R=43090, TT=StCr, NTX=25, TB=1748733364.77s, D=0.25s
R=43091, TT=StCr, NTX=25, TB=1748733366.94s, D=0.15s
R=43092, TT=StCr, NTX=25, TB=1748733369.55s, D=0.29s
R=43093, TT=StCr, NTX=25, TB=1748733371.51s, D=0.15s
R=43094, TT=StCr, NTX=25, TB=1748733374.29s, D=0.29s
R=43095, TT=StCr, NTX=25, TB=1748733376.52s, D=0.31s
R=43096, TT=StCr, NTX=25, TB=1748733378.82s, D=0.31s
R=43097, TT=StCr, NTX=25, TB=1748733380.99s, D=0.30s
R=43098, TT=StCr, NTX=25, TB=1748733383.11s, D=0.18s
R=43099, TT=StCr, NTX=25, TB=1748733385.55s, D=0.31s
R=43100, TT=StCr, NTX=25, TB=1748733387.79s, D=0.29s
R=43101, TT=StCr, NTX=25, TB=1748733389.99s, D=0.23s
R=43102, TT=StCr, NTX=25, TB=1748733391.99s, D=0.16s
R=43103, TT=StCr, NTX=25, TB=1748733394.48s, D=0.32s
R=43104, TT=StCr, NTX=25, TB=1748733396.76s, D=0.29s
R=43105, TT=StCr, NTX=25, TB=1748733399.06s, D=0.32s
R=43106, TT=StCr, NTX=25, TB=1748733401.27s, D=0.32s
R=43107, TT=StCr, NTX=25, TB=1748733403.48s, D=0.32s
R=43108, TT=StCr, NTX=25, TB=1748733405.74s, D=0.26s
R=43109, TT=StCr, NTX=25, TB=1748733408.07s, D=0.21s
R=43110, TT=StCr, NTX=25, TB=1748733410.40s, D=0.31s
R=43111, TT=StCr, NTX=25, TB=1748733412.55s, D=0.23s
R=43112, TT=StCr, NTX=25, TB=1748733414.66s, D=0.16s
R=43113, TT=StCr, NTX=25, TB=1748733417.06s, D=0.38s
R=43114, TT=StCr, NTX=25, TB=1748733419.30s, D=0.33s
R=43115, TT=StCr, NTX=25, TB=1748733421.45s, D=0.21s
R=43116, TT=StCr, NTX=25, TB=1748733423.98s, D=0.35s
R=43117, TT=StCr, NTX=25, TB=1748733426.29s, D=0.29s
R=43118, TT=StCr, NTX=25, TB=1748733428.63s, D=0.28s
R=43119, TT=StCr, NTX=25, TB=1748733430.96s, D=0.26s
R=43120, TT=StCr, NTX=25, TB=1748733433.19s, D=0.25s
R=43121, TT=StCr, NTX=25, TB=1748733435.36s, D=0.20s
R=43122, TT=StCr, NTX=25, TB=1748733437.72s, D=0.26s
R=43123, TT=StCr, NTX=25, TB=1748733440.03s, D=0.28s
R=43124, TT=StCr, NTX=25, TB=1748733442.25s, D=0.31s
R=43125, TT=StCr, NTX=25, TB=1748733444.53s, D=0.23s
R=43126, TT=StCr, NTX=25, TB=1748733446.74s, D=0.27s
R=43127, TT=StCr, NTX=25, TB=1748733449.00s, D=0.35s
R=43128, TT=StCr, NTX=25, TB=1748733451.56s, D=0.31s
R=43129, TT=StCr, NTX=25, TB=1748733454.02s, D=0.17s
R=43130, TT=StCr, NTX=25, TB=1748733456.44s, D=0.28s
R=43131, TT=StCr, NTX=25, TB=1748733458.73s, D=0.30s
R=43132, TT=StCr, NTX=25, TB=1748733460.99s, D=0.23s
R=43133, TT=StCr, NTX=25, TB=1748733463.40s, D=0.31s
R=43134, TT=StCr, NTX=25, TB=1748733465.66s, D=0.41s
R=43135, TT=StCr, NTX=25, TB=1748733468.13s, D=0.29s
R=43136, TT=StCr, NTX=25, TB=1748733470.46s, D=0.32s
R=43137, TT=StCr, NTX=25, TB=1748733472.66s, D=0.23s
R=43138, TT=StCr, NTX=25, TB=1748733475.00s, D=0.37s
R=43139, TT=StCr, NTX=25, TB=1748733477.24s, D=0.34s
R=43140, TT=StCr, NTX=25, TB=1748733479.52s, D=0.29s
R=43141, TT=StCr, NTX=25, TB=1748733481.79s, D=0.30s
R=43142, TT=StCr, NTX=25, TB=1748733484.24s, D=0.31s
R=43143, TT=StCr, NTX=25, TB=1748733486.74s, D=0.35s
R=43144, TT=StCr, NTX=25, TB=1748733489.14s, D=0.34s
R=43145, TT=StCr, NTX=25, TB=1748733491.34s, D=0.42s
R=43146, TT=StCr, NTX=25, TB=1748733493.91s, D=0.28s
R=43147, TT=StCr, NTX=25, TB=1748733496.26s, D=0.29s
R=43148, TT=StCr, NTX=25, TB=1748733498.56s, D=0.33s
R=43149, TT=StCr, NTX=25, TB=1748733500.76s, D=0.24s
R=43150, TT=StCr, NTX=25, TB=1748733503.06s, D=0.25s
R=43151, TT=StCr, NTX=25, TB=1748733505.47s, D=0.33s
R=43152, TT=StCr, NTX=25, TB=1748733507.67s, D=0.32s
R=43153, TT=StCr, NTX=25, TB=1748733509.91s, D=0.20s
R=43154, TT=StCr, NTX=25, TB=1748733512.24s, D=0.27s
R=43155, TT=StCr, NTX=25, TB=1748733514.59s, D=0.35s
R=43156, TT=StCr, NTX=25, TB=1748733516.93s, D=0.32s
R=43157, TT=StCr, NTX=25, TB=1748733519.19s, D=0.33s
R=43158, TT=StCr, NTX=25, TB=1748733521.39s, D=0.20s
R=43159, TT=StCr, NTX=25, TB=1748733523.62s, D=0.22s
R=43160, TT=StCr, NTX=25, TB=1748733526.00s, D=0.23s
R=43161, TT=StCr, NTX=25, TB=1748733528.52s, D=0.33s
R=43162, TT=StCr, NTX=25, TB=1748733530.76s, D=0.26s
R=43163, TT=StCr, NTX=25, TB=1748733533.12s, D=0.35s
R=43164, TT=StCr, NTX=25, TB=1748733535.38s, D=0.27s
R=43165, TT=StCr, NTX=25, TB=1748733537.71s, D=0.32s
R=43166, TT=StCr, NTX=25, TB=1748733540.07s, D=0.33s
R=43167, TT=StCr, NTX=25, TB=1748733542.15s, D=0.19s
R=43168, TT=StCr, NTX=25, TB=1748733544.83s, D=0.29s
R=43169, TT=StCr, NTX=25, TB=1748733547.10s, D=0.17s
R=43170, TT=StCr, NTX=25, TB=1748733549.31s, D=0.14s
R=43171, TT=StCr, NTX=25, TB=1748733551.83s, D=0.24s
R=43172, TT=StCr, NTX=25, TB=1748733553.93s, D=0.17s
R=43173, TT=StCr, NTX=25, TB=1748733556.74s, D=0.27s
R=43174, TT=StCr, NTX=25, TB=1748733559.02s, D=0.27s
R=43175, TT=StCr, NTX=25, TB=1748733561.34s, D=0.28s
R=43176, TT=StCr, NTX=25, TB=1748733563.65s, D=0.29s
R=43177, TT=StCr, NTX=25, TB=1748733565.82s, D=0.29s
R=43178, TT=StCr, NTX=25, TB=1748733568.09s, D=0.32s
R=43179, TT=StCr, NTX=25, TB=1748733570.16s, D=0.18s
R=43180, TT=StCr, NTX=25, TB=1748733572.51s, D=0.29s
R=43181, TT=StCr, NTX=25, TB=1748733574.67s, D=0.18s
R=43182, TT=StCr, NTX=25, TB=1748733576.97s, D=0.30s
R=43183, TT=StCr, NTX=25, TB=1748733579.00s, D=0.15s
R=43184, TT=StCr, NTX=25, TB=1748733581.28s, D=0.21s
R=43185, TT=StCr, NTX=25, TB=1748733583.46s, D=0.18s
R=43186, TT=StCr, NTX=25, TB=1748733585.79s, D=0.36s
R=43187, TT=StCr, NTX=25, TB=1748733588.01s, D=0.16s
R=43188, TT=StCr, NTX=25, TB=1748733590.37s, D=0.28s
R=43189, TT=StCr, NTX=25, TB=1748733592.60s, D=0.28s
R=43190, TT=StCr, NTX=25, TB=1748733594.82s, D=0.23s
R=43191, TT=StCr, NTX=25, TB=1748733596.64s, D=0.14s
R=43192, TT=StCr, NTX=25, TB=1748733599.43s, D=0.30s
R=43193, TT=StCr, NTX=25, TB=1748733601.67s, D=0.37s
R=43194, TT=StCr, NTX=25, TB=1748733604.04s, D=0.28s
R=43195, TT=StCr, NTX=25, TB=1748733606.50s, D=0.19s
R=43196, TT=StCr, NTX=25, TB=1748733608.99s, D=0.26s
R=43197, TT=StCr, NTX=25, TB=1748733611.18s, D=0.32s
R=43198, TT=StCr, NTX=25, TB=1748733613.42s, D=0.18s
R=43199, TT=StCr, NTX=25, TB=1748733615.58s, D=0.22s
R=43200, TT=StCr, NTX=25, TB=1748733618.04s, D=0.33s
R=43201, TT=StCr, NTX=25, TB=1748733620.28s, D=0.31s
R=43202, TT=StCr, NTX=25, TB=1748733622.49s, D=0.25s
R=43203, TT=StCr, NTX=25, TB=1748733624.69s, D=0.27s
R=43204, TT=StCr, NTX=25, TB=1748733626.95s, D=0.25s
R=43205, TT=StCr, NTX=25, TB=1748733629.26s, D=0.25s
R=43206, TT=StCr, NTX=25, TB=1748733631.49s, D=0.21s
R=43207, TT=StCr, NTX=25, TB=1748733633.76s, D=0.31s
R=43208, TT=StCr, NTX=25, TB=1748733635.98s, D=0.31s
R=43209, TT=StCr, NTX=25, TB=1748733638.22s, D=0.27s
R=43210, TT=StCr, NTX=25, TB=1748733640.27s, D=0.20s
R=43211, TT=StCr, NTX=25, TB=1748733642.59s, D=0.28s
R=43212, TT=StCr, NTX=25, TB=1748733644.79s, D=0.28s
R=43213, TT=StCr, NTX=25, TB=1748733646.98s, D=0.25s
R=43214, TT=StCr, NTX=25, TB=1748733649.12s, D=0.17s
R=43215, TT=StCr, NTX=25, TB=1748733651.47s, D=0.30s
R=43216, TT=StCr, NTX=25, TB=1748733653.54s, D=0.16s
R=43217, TT=StCr, NTX=25, TB=1748733655.92s, D=0.33s
R=43218, TT=StCr, NTX=25, TB=1748733658.23s, D=0.20s
R=43219, TT=StCr, NTX=25, TB=1748733660.48s, D=0.29s
R=43220, TT=StCr, NTX=25, TB=1748733662.79s, D=0.30s
R=43221, TT=StCr, NTX=25, TB=1748733665.24s, D=0.25s
R=43222, TT=StCr, NTX=25, TB=1748733667.54s, D=0.29s
R=43223, TT=StCr, NTX=25, TB=1748733669.99s, D=0.27s
R=43224, TT=StCr, NTX=25, TB=1748733672.27s, D=0.31s
R=43225, TT=StCr, NTX=25, TB=1748733674.51s, D=0.27s
R=43226, TT=StCr, NTX=25, TB=1748733676.43s, D=0.16s
R=43227, TT=StCr, NTX=25, TB=1748733679.04s, D=0.33s
R=43228, TT=StCr, NTX=25, TB=1748733681.20s, D=0.28s
R=43229, TT=StCr, NTX=25, TB=1748733683.43s, D=0.16s
R=43230, TT=StCr, NTX=25, TB=1748733685.79s, D=0.33s
R=43231, TT=StCr, NTX=25, TB=1748733687.97s, D=0.21s
R=43232, TT=StCr, NTX=25, TB=1748733690.30s, D=0.32s
R=43233, TT=StCr, NTX=25, TB=1748733692.44s, D=0.21s
R=43234, TT=StCr, NTX=25, TB=1748733694.78s, D=0.28s
R=43235, TT=StCr, NTX=25, TB=1748733696.97s, D=0.25s
R=43236, TT=StCr, NTX=25, TB=1748733699.17s, D=0.23s
R=43237, TT=StCr, NTX=25, TB=1748733701.44s, D=0.24s
R=43238, TT=StCr, NTX=25, TB=1748733703.71s, D=0.29s
R=43239, TT=StCr, NTX=25, TB=1748733705.75s, D=0.24s
R=43240, TT=StCr, NTX=25, TB=1748733708.33s, D=0.32s
R=43241, TT=StCr, NTX=25, TB=1748733710.45s, D=0.28s
R=43242, TT=StCr, NTX=25, TB=1748733712.67s, D=0.23s
R=43243, TT=StCr, NTX=25, TB=1748733714.85s, D=0.28s
R=43244, TT=StCr, NTX=25, TB=1748733717.10s, D=0.16s
R=43245, TT=StCr, NTX=25, TB=1748733719.47s, D=0.33s
R=43246, TT=StCr, NTX=25, TB=1748733721.71s, D=0.31s
R=43247, TT=StCr, NTX=25, TB=1748733724.08s, D=0.33s
R=43248, TT=StCr, NTX=25, TB=1748733726.48s, D=0.30s
R=43249, TT=StCr, NTX=25, TB=1748733728.71s, D=0.21s
R=43250, TT=StCr, NTX=25, TB=1748733731.09s, D=0.25s
R=43251, TT=StCr, NTX=25, TB=1748733733.45s, D=0.29s
R=43252, TT=StCr, NTX=25, TB=1748733735.68s, D=0.33s
R=43253, TT=StCr, NTX=25, TB=1748733737.93s, D=0.28s
R=43254, TT=StCr, NTX=25, TB=1748733740.33s, D=0.28s
R=43255, TT=StCr, NTX=25, TB=1748733742.59s, D=0.30s
R=43256, TT=StCr, NTX=25, TB=1748733744.86s, D=0.33s
R=43257, TT=StCr, NTX=25, TB=1748733747.04s, D=0.24s
R=43258, TT=StCr, NTX=25, TB=1748733749.10s, D=0.16s
R=43259, TT=StCr, NTX=25, TB=1748733751.66s, D=0.28s
R=43260, TT=StCr, NTX=25, TB=1748733753.87s, D=0.19s
R=43261, TT=StCr, NTX=25, TB=1748733756.25s, D=0.31s
R=43262, TT=StCr, NTX=25, TB=1748733758.16s, D=0.16s
R=43263, TT=StCr, NTX=25, TB=1748733760.68s, D=0.26s
R=43264, TT=StCr, NTX=25, TB=1748733762.75s, D=0.17s
R=43265, TT=StCr, NTX=25, TB=1748733765.01s, D=0.17s
R=43266, TT=StCr, NTX=25, TB=1748733767.32s, D=0.17s
R=43267, TT=StCr, NTX=25, TB=1748733769.84s, D=0.30s
R=43268, TT=StCr, NTX=25, TB=1748733772.00s, D=0.25s
R=43269, TT=StCr, NTX=25, TB=1748733774.37s, D=0.29s
R=43270, TT=StCr, NTX=25, TB=1748733776.49s, D=0.26s
R=43271, TT=StCr, NTX=25, TB=1748733778.84s, D=0.27s
R=43272, TT=StCr, NTX=25, TB=1748733780.87s, D=0.18s
R=43273, TT=StCr, NTX=25, TB=1748733783.39s, D=0.48s
R=43274, TT=StCr, NTX=25, TB=1748733785.64s, D=0.16s
R=43275, TT=StCr, NTX=25, TB=1748733788.21s, D=0.27s
R=43276, TT=StCr, NTX=25, TB=1748733790.39s, D=0.23s
R=43277, TT=StCr, NTX=25, TB=1748733792.76s, D=0.34s
R=43278, TT=StCr, NTX=25, TB=1748733794.82s, D=0.17s
R=43279, TT=StCr, NTX=25, TB=1748733797.23s, D=0.31s
R=43280, TT=StCr, NTX=25, TB=1748733799.45s, D=0.28s
R=43281, TT=StCr, NTX=25, TB=1748733801.98s, D=0.33s
R=43282, TT=StCr, NTX=25, TB=1748733804.19s, D=0.28s
R=43283, TT=StCr, NTX=25, TB=1748733806.41s, D=0.31s
R=43284, TT=StCr, NTX=25, TB=1748733808.62s, D=0.32s
R=43285, TT=StCr, NTX=25, TB=1748733810.80s, D=0.17s
R=43286, TT=StCr, NTX=25, TB=1748733813.17s, D=0.26s
R=43287, TT=StCr, NTX=25, TB=1748733815.40s, D=0.26s
R=43288, TT=StCr, NTX=25, TB=1748733817.65s, D=0.26s
R=43289, TT=StCr, NTX=25, TB=1748733819.84s, D=0.18s
R=43290, TT=StCr, NTX=25, TB=1748733822.20s, D=0.34s
R=43291, TT=StCr, NTX=25, TB=1748733824.23s, D=0.16s
R=43292, TT=StCr, NTX=25, TB=1748733826.67s, D=0.29s
R=43293, TT=StCr, NTX=25, TB=1748733828.77s, D=0.18s
R=43294, TT=StCr, NTX=25, TB=1748733831.01s, D=0.16s
R=43295, TT=StCr, NTX=25, TB=1748733833.37s, D=0.28s
R=43296, TT=StCr, NTX=25, TB=1748733835.61s, D=0.28s
R=43297, TT=StCr, NTX=25, TB=1748733837.73s, D=0.17s
R=43298, TT=StCr, NTX=25, TB=1748733840.23s, D=0.29s
R=43299, TT=StCr, NTX=25, TB=1748733842.50s, D=0.25s
R=43300, TT=StCr, NTX=25, TB=1748733844.87s, D=0.22s
R=43301, TT=StCr, NTX=25, TB=1748733847.15s, D=0.26s
R=43302, TT=StCr, NTX=25, TB=1748733849.58s, D=0.22s
R=43303, TT=StCr, NTX=25, TB=1748733851.82s, D=0.29s
R=43304, TT=StCr, NTX=25, TB=1748733854.10s, D=0.27s
R=43305, TT=StCr, NTX=25, TB=1748733856.31s, D=0.27s
R=43306, TT=StCr, NTX=25, TB=1748733858.70s, D=0.36s
R=43307, TT=StCr, NTX=25, TB=1748733860.91s, D=0.26s
R=43308, TT=StCr, NTX=25, TB=1748733863.29s, D=0.27s
R=43309, TT=StCr, NTX=25, TB=1748733865.61s, D=0.28s
R=43310, TT=StCr, NTX=25, TB=1748733867.82s, D=0.30s
R=43311, TT=StCr, NTX=25, TB=1748733869.91s, D=0.17s
R=43312, TT=StCr, NTX=25, TB=1748733872.29s, D=0.23s
R=43313, TT=StCr, NTX=25, TB=1748733874.38s, D=0.17s
R=43314, TT=StCr, NTX=25, TB=1748733876.84s, D=0.28s
R=43315, TT=StCr, NTX=25, TB=1748733879.07s, D=0.27s
R=43316, TT=StCr, NTX=25, TB=1748733881.36s, D=0.27s
R=43317, TT=StCr, NTX=25, TB=1748733883.65s, D=0.31s
R=43318, TT=StCr, NTX=25, TB=1748733885.95s, D=0.34s
R=43319, TT=StCr, NTX=25, TB=1748733888.23s, D=0.22s
R=43320, TT=StCr, NTX=25, TB=1748733890.75s, D=0.29s
R=43321, TT=StCr, NTX=25, TB=1748733892.93s, D=0.23s
R=43322, TT=StCr, NTX=25, TB=1748733895.13s, D=0.19s
R=43323, TT=StCr, NTX=25, TB=1748733897.44s, D=0.29s
R=43324, TT=StCr, NTX=25, TB=1748733899.70s, D=0.30s
R=43325, TT=StCr, NTX=25, TB=1748733902.06s, D=0.31s
R=43326, TT=StCr, NTX=25, TB=1748733904.40s, D=0.28s
R=43327, TT=StCr, NTX=25, TB=1748733906.53s, D=0.17s
R=43328, TT=StCr, NTX=25, TB=1748733909.02s, D=0.22s
R=43329, TT=StCr, NTX=25, TB=1748733911.23s, D=0.26s
R=43330, TT=StCr, NTX=25, TB=1748733913.49s, D=0.35s
R=43331, TT=StCr, NTX=25, TB=1748733915.36s, D=0.17s
R=43332, TT=StCr, NTX=25, TB=1748733917.89s, D=0.32s
R=43333, TT=StCr, NTX=25, TB=1748733920.16s, D=0.33s
R=43334, TT=StCr, NTX=25, TB=1748733922.35s, D=0.25s
R=43335, TT=StCr, NTX=25, TB=1748733924.78s, D=0.34s
R=43336, TT=StCr, NTX=25, TB=1748733926.97s, D=0.16s
R=43337, TT=StCr, NTX=25, TB=1748733929.32s, D=0.20s
R=43338, TT=StCr, NTX=25, TB=1748733931.59s, D=0.18s
R=43339, TT=StCr, NTX=25, TB=1748733933.92s, D=0.27s
R=43340, TT=StCr, NTX=25, TB=1748733936.09s, D=0.26s
R=43341, TT=StCr, NTX=25, TB=1748733938.32s, D=0.31s
R=43342, TT=StCr, NTX=25, TB=1748733940.52s, D=0.24s
R=43343, TT=StCr, NTX=25, TB=1748733942.76s, D=0.24s
R=43344, TT=StCr, NTX=25, TB=1748733944.94s, D=0.27s
R=43345, TT=StCr, NTX=25, TB=1748733947.25s, D=0.30s
R=43346, TT=StCr, NTX=25, TB=1748733949.47s, D=0.31s
R=43347, TT=StCr, NTX=25, TB=1748733951.76s, D=0.25s
R=43348, TT=StCr, NTX=25, TB=1748733953.99s, D=0.25s
R=43349, TT=StCr, NTX=25, TB=1748733956.19s, D=0.32s
R=43350, TT=StCr, NTX=25, TB=1748733958.57s, D=0.33s
R=43351, TT=StCr, NTX=25, TB=1748733960.83s, D=0.31s
R=43352, TT=StCr, NTX=25, TB=1748733963.01s, D=0.19s
R=43353, TT=StCr, NTX=25, TB=1748733965.52s, D=0.28s
R=43354, TT=StCr, NTX=25, TB=1748733967.94s, D=0.33s
R=43355, TT=StCr, NTX=25, TB=1748733970.23s, D=0.19s
R=43356, TT=StCr, NTX=25, TB=1748733972.43s, D=0.20s
R=43357, TT=StCr, NTX=25, TB=1748733974.57s, D=0.15s
R=43358, TT=StCr, NTX=25, TB=1748733976.96s, D=0.31s
R=43359, TT=StCr, NTX=25, TB=1748733979.17s, D=0.21s
R=43360, TT=StCr, NTX=25, TB=1748733981.43s, D=0.33s
R=43361, TT=StCr, NTX=25, TB=1748733983.59s, D=0.26s
R=43362, TT=StCr, NTX=25, TB=1748733985.90s, D=0.16s
R=43363, TT=StCr, NTX=25, TB=1748733988.34s, D=0.29s
R=43364, TT=StCr, NTX=25, TB=1748733990.57s, D=0.23s
R=43365, TT=StCr, NTX=25, TB=1748733992.93s, D=0.31s
R=43366, TT=StCr, NTX=25, TB=1748733995.19s, D=0.24s
R=43367, TT=StCr, NTX=25, TB=1748733997.40s, D=0.24s
R=43368, TT=StCr, NTX=25, TB=1748733999.66s, D=0.29s
R=43369, TT=StCr, NTX=25, TB=1748734001.88s, D=0.22s
R=43370, TT=StCr, NTX=25, TB=1748734004.18s, D=0.26s
R=43371, TT=StCr, NTX=25, TB=1748734006.44s, D=0.30s
R=43372, TT=StCr, NTX=25, TB=1748734008.64s, D=0.31s
R=43373, TT=StCr, NTX=25, TB=1748734010.88s, D=0.24s
R=43374, TT=StCr, NTX=25, TB=1748734013.04s, D=0.20s
R=43375, TT=StCr, NTX=25, TB=1748734015.45s, D=0.32s
R=43376, TT=StCr, NTX=25, TB=1748734017.81s, D=0.24s
R=43377, TT=StCr, NTX=25, TB=1748734020.09s, D=0.33s
R=43378, TT=StCr, NTX=25, TB=1748734022.35s, D=0.47s
R=43379, TT=StCr, NTX=25, TB=1748734024.79s, D=0.31s
R=43380, TT=StCr, NTX=25, TB=1748734026.97s, D=0.27s
R=43381, TT=StCr, NTX=25, TB=1748734029.52s, D=0.30s
R=43382, TT=StCr, NTX=25, TB=1748734031.70s, D=0.29s
R=43383, TT=StCr, NTX=25, TB=1748734033.67s, D=0.16s
R=43384, TT=StCr, NTX=25, TB=1748734036.22s, D=0.33s
R=43385, TT=StCr, NTX=25, TB=1748734038.39s, D=0.27s
R=43386, TT=StCr, NTX=25, TB=1748734040.52s, D=0.16s
R=43387, TT=StCr, NTX=25, TB=1748734042.92s, D=0.26s
R=43388, TT=StCr, NTX=25, TB=1748734045.50s, D=0.30s
R=43389, TT=StCr, NTX=25, TB=1748734047.58s, D=0.15s
R=43390, TT=StCr, NTX=25, TB=1748734050.00s, D=0.28s
R=43391, TT=StCr, NTX=25, TB=1748734052.27s, D=0.27s
R=43392, TT=StCr, NTX=25, TB=1748734054.47s, D=0.28s
R=43393, TT=StCr, NTX=25, TB=1748734056.67s, D=0.28s
R=43394, TT=StCr, NTX=25, TB=1748734058.96s, D=0.31s
R=43395, TT=StCr, NTX=25, TB=1748734061.00s, D=0.16s
R=43396, TT=StCr, NTX=25, TB=1748734063.36s, D=0.29s
R=43397, TT=StCr, NTX=25, TB=1748734065.63s, D=0.45s
R=43398, TT=StCr, NTX=25, TB=1748734068.01s, D=0.28s
R=43399, TT=StCr, NTX=25, TB=1748734070.30s, D=0.32s
R=43400, TT=StCr, NTX=25, TB=1748734072.43s, D=0.24s
R=43401, TT=StCr, NTX=25, TB=1748734074.72s, D=0.29s
R=43402, TT=StCr, NTX=25, TB=1748734076.99s, D=0.23s
R=43403, TT=StCr, NTX=25, TB=1748734079.26s, D=0.37s
R=43404, TT=StCr, NTX=25, TB=1748734081.60s, D=0.29s
R=43405, TT=StCr, NTX=25, TB=1748734083.91s, D=0.34s
R=43406, TT=StCr, NTX=25, TB=1748734086.28s, D=0.25s
R=43407, TT=StCr, NTX=25, TB=1748734088.65s, D=0.31s
R=43408, TT=StCr, NTX=25, TB=1748734090.88s, D=0.25s
R=43409, TT=StCr, NTX=25, TB=1748734093.02s, D=0.24s
R=43410, TT=StCr, NTX=25, TB=1748734095.32s, D=0.35s
R=43411, TT=StCr, NTX=25, TB=1748734097.57s, D=0.33s
R=43412, TT=StCr, NTX=25, TB=1748734099.73s, D=0.30s
R=43413, TT=StCr, NTX=25, TB=1748734101.89s, D=0.24s
R=43414, TT=StCr, NTX=25, TB=1748734104.20s, D=0.24s
R=43415, TT=StCr, NTX=25, TB=1748734106.76s, D=0.29s
R=43416, TT=StCr, NTX=25, TB=1748734108.98s, D=0.43s
R=43417, TT=StCr, NTX=25, TB=1748734111.35s, D=0.27s
R=43418, TT=StCr, NTX=25, TB=1748734113.58s, D=0.28s
R=43419, TT=StCr, NTX=25, TB=1748734115.50s, D=0.16s
R=43420, TT=StCr, NTX=25, TB=1748734117.90s, D=0.33s
R=43421, TT=StCr, NTX=25, TB=1748734120.08s, D=0.21s
R=43422, TT=StCr, NTX=25, TB=1748734122.35s, D=0.28s
R=43423, TT=StCr, NTX=25, TB=1748734124.46s, D=0.16s
R=43424, TT=StCr, NTX=25, TB=1748734126.74s, D=0.18s
R=43425, TT=StCr, NTX=25, TB=1748734129.14s, D=0.30s
R=43426, TT=StCr, NTX=25, TB=1748734131.40s, D=0.29s
R=43427, TT=StCr, NTX=25, TB=1748734133.58s, D=0.17s
R=43428, TT=StCr, NTX=25, TB=1748734135.95s, D=0.39s
R=43429, TT=StCr, NTX=25, TB=1748734138.36s, D=0.26s
R=43430, TT=StCr, NTX=25, TB=1748734140.70s, D=0.33s
R=43431, TT=StCr, NTX=25, TB=1748734142.97s, D=0.31s
R=43432, TT=StCr, NTX=25, TB=1748734145.37s, D=0.29s
R=43433, TT=StCr, NTX=25, TB=1748734147.58s, D=0.31s
R=43434, TT=StCr, NTX=25, TB=1748734149.90s, D=0.18s
R=43435, TT=StCr, NTX=25, TB=1748734152.12s, D=0.24s
R=43436, TT=StCr, NTX=25, TB=1748734154.43s, D=0.35s
R=43437, TT=StCr, NTX=25, TB=1748734156.63s, D=0.36s
R=43438, TT=StCr, NTX=25, TB=1748734158.91s, D=0.30s
